word,language,count,pos
duel,en,1,NOUN
exclude,en,1,VERB
intimate,en,1,ADJ
darling,en,1,NOUN
backwards,en,1,ADV
harp,en,1,NOUN
crack,en,1,VERB
firmly,en,3,ADV
sauce,en,1,NOUN
tragic,en,1,ADJ
beloved,en,4,ADJ
savoy,en,1,PROPN
bohemia,en,4,PROPN
thief,en,1,NOUN
sentiment,en,5,NOUN
laugh,en,11,VERB
utterly,en,7,ADV
privilege,en,8,NOUN
captive,en,1,NOUN
wool,en,1,NOUN
surprisingly,en,4,ADV
wash,en,3,VERB
whoever,en,2,PRON
lumber,en,1,NOUN
turret,en,1,NOUN
lately,en,2,ADV
goat,en,1,NOUN
burst,en,1,VERB
shake,en,1,VERB
resist,en,3,VERB
sensible,en,7,ADJ
ida,en,3,PROPN
accompany,en,6,VERB
mosaic,en,2,PROPN
eighty,en,1,NUM
ajax,en,1,PROPN
bohemian,en,1,ADJ
meadow,en,2,NOUN
patriot,en,1,ADJ
weigh,en,1,VERB
upright,en,1,ADV
sic,en,103,NOUN
ruin,en,15,NOUN
devotion,en,9,NOUN
steadily,en,1,ADV
noon,en,1,NOUN
niece,en,2,NOUN
gentle,en,1,ADJ
patronage,en,1,NOUN
patience,en,1,NOUN
tear,en,8,NOUN
heroic,en,2,ADJ
shine,en,7,VERB
regain,en,1,VERB
peasant,en,6,NOUN
unstable,en,1,ADJ
murderer,en,1,NOUN
cum,en,1,X
innocence,en,1,NOUN
abundance,en,7,NOUN
satirical,en,1,ADJ
magnificent,en,26,ADJ
carpet,en,10,NOUN
unhappy,en,2,ADJ
seventeenth,en,1,ADJ
homage,en,1,NOUN
chiefly,en,2,ADV
beard,en,5,NOUN
discretion,en,4,NOUN
danube,en,11,PROPN
garland,en,5,NOUN
hazard,en,4,NOUN
obligation,en,1,NOUN
rigid,en,3,ADJ
sect,en,4,NOUN
ourselves,en,1,PRON
satisfaction,en,3,NOUN
butter,en,1,NOUN
persuade,en,21,VERB
render,en,3,VERB
repository,en,2,NOUN
lemon,en,3,NOUN
honourable,en,1,ADJ
mortal,en,2,ADJ
procession,en,6,NOUN
jaw,en,1,NOUN
hatred,en,1,NOUN
exempt,en,3,ADJ
spire,en,1,NOUN
accomplish,en,2,VERB
piedmont,en,1,PROPN
correspond,en,1,VERB
lean,en,1,VERB
hut,en,2,NOUN
mountainous,en,1,ADJ
famed,en,1,VERB
humour,en,8,NOUN
niche,en,1,NOUN
regulate,en,2,VERB
wax,en,4,NOUN
motive,en,2,NOUN
pigeon,en,2,NOUN
lyons,en,2,PROPN
fertile,en,1,ADJ
slender,en,2,ADJ
cruel,en,5,ADJ
tire,en,1,VERB
pillar,en,22,NOUN
ignorance,en,6,NOUN
tavern,en,2,NOUN
dislike,en,1,VERB
glasses,en,3,NOUN
adapt,en,1,VERB
lovely,en,11,ADJ
thickness,en,1,NOUN
preacher,en,2,NOUN
dare,en,21,AUX
literal,en,2,ADJ
polite,en,11,ADJ
resemblance,en,1,NOUN
passionate,en,2,ADJ
educate,en,4,VERB
twisted,en,1,ADJ
weakness,en,3,NOUN
jealous,en,1,ADJ
worm,en,1,NOUN
elegant,en,1,ADJ
profound,en,3,ADJ
fancy,en,33,VERB
unwilling,en,2,ADJ
lip,en,1,NOUN
raphael,en,2,PROPN
sadly,en,1,ADV
complain,en,2,VERB
execute,en,2,VERB
antique,en,2,NOUN
velvet,en,6,NOUN
toilet,en,1,NOUN
divinity,en,1,NOUN
sleeve,en,10,NOUN
quo,en,1,X
saddle,en,1,NOUN
blessing,en,2,NOUN
inevitable,en,1,ADJ
vine,en,8,NOUN
packet,en,1,NOUN
excerpt,en,1,VERB
jewel,en,21,NOUN
generous,en,1,ADJ
entertaining,en,10,VERB
tent,en,5,NOUN
nuns,en,1,PROPN
distress,en,1,NOUN
corpse,en,1,NOUN
voluntarily,en,1,ADV
accord,en,11,VERB
conscience,en,4,NOUN
ass,en,2,NOUN
lazy,en,1,ADJ
bravery,en,1,NOUN
morality,en,3,NOUN
compass,en,4,NOUN
freeze,en,6,VERB
profitable,en,1,ADJ
curtain,en,1,NOUN
liquor,en,2,NOUN
wicked,en,2,ADJ
bleeding,en,1,NOUN
fond,en,9,ADJ
cascade,en,2,NOUN
sustain,en,1,VERB
mankind,en,12,NOUN
creed,en,1,NOUN
ambrose,en,1,PROPN
remark,en,3,NOUN
horrible,en,1,ADJ
lent,en,2,NOUN
glance,en,1,NOUN
repetition,en,2,NOUN
wit,en,8,NOUN
wight,en,1,NOUN
merchandise,en,4,NOUN
humble,en,3,ADJ
versailles,en,3,PROPN
undertake,en,6,VERB
adjust,en,2,VERB
midst,en,14,NOUN
celestial,en,1,ADJ
giro,en,1,PROPN
bind,en,4,VERB
needle,en,3,NOUN
courier,en,4,NOUN
ascent,en,1,NOUN
lattice,en,6,NOUN
pray,en,6,VERB
regret,en,5,NOUN
charm,en,22,VERB
burgundy,en,2,PROPN
exemption,en,1,NOUN
calais,en,1,PROPN
hint,en,2,NOUN
appoint,en,4,VERB
backward,en,1,ADV
nasty,en,2,ADJ
grief,en,3,NOUN
nun,en,4,NOUN
insist,en,1,VERB
seize,en,3,VERB
surround,en,6,VERB
amelia,en,3,PROPN
behave,en,1,VERB
maxim,en,1,NOUN
embrace,en,1,VERB
bliss,en,2,NOUN
universally,en,1,ADV
immortal,en,1,ADJ
assurance,en,1,NOUN
gala,en,2,PROPN
collier,en,1,PROPN
expose,en,5,VERB
disguise,en,2,VERB
ditch,en,2,NOUN
favourable,en,1,ADJ
steward,en,2,NOUN
proceeding,en,1,NOUN
accuse,en,3,VERB
prophecy,en,1,NOUN
livery,en,1,NOUN
deed,en,1,NOUN
spear,en,1,NOUN
expectation,en,2,NOUN
serpent,en,1,NOUN
nail,en,2,NOUN
conjecture,en,2,VERB
pont,en,1,PROPN
costly,en,2,ADJ
conquer,en,1,VERB
scrap,en,1,NOUN
ransom,en,2,NOUN
curiosity,en,34,NOUN
emerald,en,8,NOUN
mutiny,en,1,NOUN
hind,en,1,NOUN
apostle,en,2,NOUN
preface,en,1,NOUN
ensign,en,1,NOUN
unmarried,en,2,ADJ
dull,en,5,ADJ
handsome,en,20,ADJ
rip,en,1,VERB
disappointment,en,2,NOUN
nicely,en,3,ADV
nut,en,1,NOUN
peculiar,en,4,ADJ
fashioned,en,1,ADJ
medicinal,en,1,ADJ
pardon,en,8,NOUN
uninhabited,en,2,VERB
muse,en,1,NOUN
sermon,en,2,NOUN
manners,en,9,NOUN
scripture,en,3,NOUN
shout,en,1,VERB
ornamental,en,1,ADJ
atheist,en,1,NOUN
threaten,en,4,VERB
guido,en,2,PROPN
forgive,en,6,VERB
fam,en,1,NOUN
kindly,en,1,ADV
ninety,en,1,NUM
thy,en,3,PRON
seldom,en,11,ADV
spice,en,1,NOUN
encouragement,en,1,NOUN
snap,en,1,VERB
inspire,en,6,VERB
attain,en,1,VERB
lightly,en,1,ADV
dart,en,1,NOUN
dismiss,en,1,VERB
pretend,en,13,VERB
erect,en,1,VERB
affection,en,3,NOUN
perpetual,en,7,ADJ
presume,en,2,VERB
canopy,en,2,NOUN
gesture,en,3,NOUN
undoubtedly,en,1,ADV
harmless,en,2,ADJ
tiffany,en,1,NOUN
limb,en,1,NOUN
vineyard,en,1,NOUN
pamphlet,en,1,NOUN
cheek,en,3,NOUN
overturn,en,1,VERB
populous,en,6,ADJ
compose,en,5,VERB
lively,en,14,ADJ
relieve,en,1,VERB
camel,en,3,NOUN
til,en,1,PROPN
delicate,en,7,ADJ
quietly,en,2,ADV
glorious,en,2,ADJ
fig,en,2,NOUN
morrow,en,3,PROPN
heron,en,1,NOUN
interpreter,en,5,NOUN
remembrance,en,1,NOUN
dye,en,2,VERB
feather,en,3,NOUN
elbow,en,1,NOUN
dispatch,en,3,VERB
heavenly,en,1,ADJ
plaster,en,1,NOUN
dissent,en,1,NOUN
inclination,en,9,NOUN
excel,en,1,VERB
addison,en,1,PROPN
assure,en,49,VERB
weed,en,2,NOUN
consume,en,2,VERB
marlborough,en,1,PROPN
elector,en,4,NOUN
juno,en,2,PROPN
virgil,en,4,PROPN
brethren,en,1,NOUN
asleep,en,1,ADJ
vain,en,5,NOUN
wrap,en,6,VERB
severity,en,1,NOUN
charming,en,6,ADJ
bartholomew,en,2,PROPN
wooded,en,1,ADJ
shower,en,1,NOUN
ignorant,en,5,ADJ
envoy,en,6,NOUN
caravan,en,1,NOUN
serge,en,1,NOUN
mecca,en,2,PROPN
neglect,en,2,VERB
confuse,en,2,VERB
edged,en,1,VERB
scar,en,1,NOUN
thorn,en,1,NOUN
aleppo,en,2,PROPN
delight,en,4,NOUN
epithet,en,2,NOUN
amour,en,3,NOUN
slash,en,1,VERB
sickness,en,1,NOUN
trojan,en,1,PROPN
negotiation,en,1,NOUN
beg,en,11,VERB
induce,en,1,VERB
thee,en,1,PRON
efficacy,en,1,NOUN
stout,en,1,ADJ
traveller,en,13,NOUN
scarce,en,3,ADJ
contradictory,en,1,ADJ
abruptly,en,1,ADV
pencil,en,4,NOUN
novelty,en,5,NOUN
contempt,en,2,NOUN
spectator,en,2,NOUN
defect,en,3,NOUN
conspicuous,en,2,ADJ
hedge,en,1,NOUN
polished,en,4,ADJ
louvre,en,1,PROPN
arched,en,1,VERB
fatigue,en,12,NOUN
govern,en,1,VERB
assign,en,2,VERB
perceive,en,6,VERB
carving,en,1,NOUN
usher,en,1,NOUN
meritorious,en,1,ADJ
scribe,en,1,NOUN
vastly,en,3,ADV
neighbour,en,5,NOUN
purse,en,3,NOUN
fortification,en,4,NOUN
punish,en,3,VERB
idle,en,3,ADJ
shocking,en,2,ADJ
gallantry,en,7,NOUN
contradiction,en,2,NOUN
convict,en,1,VERB
cypress,en,4,NOUN
disposition,en,3,NOUN
levant,en,2,PROPN
reconcile,en,1,VERB
carthage,en,5,PROPN
barge,en,1,NOUN
crust,en,2,VERB
glove,en,1,NOUN
jar,en,5,NOUN
perfection,en,5,NOUN
ursula,en,1,PROPN
oyster,en,1,NOUN
esteem,en,15,VERB
pity,en,8,NOUN
inherit,en,1,VERB
groom,en,2,NOUN
porcelain,en,2,NOUN
highness,en,3,NOUN
insignificant,en,4,ADJ
transplant,en,1,VERB
veil,en,9,NOUN
arcadia,en,1,PROPN
unpleasant,en,1,ADJ
chevalier,en,1,PROPN
dumont,en,1,PROPN
renew,en,3,VERB
depart,en,3,VERB
oppression,en,3,NOUN
utter,en,1,ADJ
cleopatra,en,1,PROPN
dowager,en,1,NOUN
poultry,en,1,NOUN
royale,en,1,PROPN
sweat,en,1,NOUN
pun,en,1,NOUN
cruelty,en,1,NOUN
superficial,en,1,ADJ
multitude,en,1,NOUN
waist,en,3,NOUN
tunis,en,4,PROPN
commendation,en,1,NOUN
inhabit,en,9,VERB
advertise,en,1,VERB
devote,en,5,VERB
attendant,en,4,NOUN
compassion,en,4,NOUN
incapable,en,1,ADJ
amusing,en,1,VERB
piazza,en,1,PROPN
ox,en,1,NOUN
aristocracy,en,1,NOUN
claw,en,2,NOUN
temper,en,4,NOUN
assemble,en,2,VERB
fashionable,en,1,ADJ
estimation,en,1,NOUN
imitation,en,2,NOUN
converse,en,3,VERB
melt,en,2,VERB
earnest,en,4,ADJ
salute,en,3,VERB
hobbs,en,1,PROPN
lute,en,1,NOUN
thence,en,7,NOUN
beau,en,1,NOUN
compute,en,1,VERB
vase,en,1,NOUN
aqueduct,en,3,NOUN
fidelity,en,1,NOUN
diversion,en,22,NOUN
obey,en,7,VERB
sorrow,en,5,NOUN
gunpowder,en,1,NOUN
daphne,en,1,PROPN
claudius,en,1,PROPN
scent,en,2,NOUN
infancy,en,1,NOUN
candle,en,7,NOUN
allowance,en,1,NOUN
parcel,en,2,NOUN
breeze,en,2,NOUN
acquainted,en,11,VERB
privileged,en,2,ADJ
acquaintance,en,13,NOUN
impress,en,1,VERB
despair,en,3,VERB
liar,en,1,NOUN
vent,en,1,NOUN
rave,en,2,VERB
pause,en,1,NOUN
defiance,en,1,NOUN
mule,en,1,NOUN
teller,en,1,NOUN
sincere,en,2,ADJ
awake,en,1,VERB
admiration,en,6,NOUN
multiply,en,3,VERB
valentin,en,1,PROPN
omnibus,en,1,NOUN
flock,en,5,NOUN
descend,en,1,VERB
jealousy,en,2,NOUN
fontaine,en,1,PROPN
crook,en,1,NOUN
temptation,en,1,NOUN
turk,en,51,PROPN
overture,en,1,NOUN
fabulous,en,2,ADJ
endeavour,en,8,VERB
partridge,en,1,NOUN
oven,en,2,NOUN
jolly,en,1,ADJ
encompass,en,1,VERB
confinement,en,4,NOUN
snowy,en,2,ADJ
ionic,en,1,ADJ
swear,en,4,VERB
lace,en,5,NOUN
tore,en,1,VERB
injustice,en,2,NOUN
nightingale,en,2,NOUN
fortuna,en,1,X
achilles,en,1,PROPN
stir,en,1,VERB
oddly,en,1,ADV
worthless,en,1,ADJ
venerable,en,2,ADJ
omission,en,1,NOUN
sable,en,7,NOUN
rag,en,1,NOUN
gardener,en,3,NOUN
forehead,en,7,NOUN
pulpit,en,3,NOUN
penetrate,en,1,VERB
chariot,en,1,NOUN
pavement,en,10,NOUN
supper,en,4,NOUN
champaign,en,1,NOUN
squire,en,1,NOUN
valiant,en,1,ADJ
couch,en,1,NOUN
confess,en,14,VERB
accomplishment,en,2,NOUN
bathing,en,2,VERB
breadth,en,1,NOUN
shady,en,1,ADJ
faint,en,1,VERB
misery,en,3,NOUN
gratitude,en,2,NOUN
baggage,en,3,NOUN
pasture,en,1,NOUN
lad,en,1,NOUN
skirt,en,1,NOUN
kettle,en,1,NOUN
porte,en,2,PROPN
chairmen,en,1,NOUN
apt,en,8,ADJ
mummy,en,2,NOUN
violently,en,1,ADV
exemplary,en,2,ADJ
vest,en,3,NOUN
commence,en,1,VERB
archduke,en,1,NOUN
circumstance,en,5,NOUN
necklace,en,2,NOUN
constraint,en,1,NOUN
socrates,en,1,PROPN
heap,en,2,NOUN
coarse,en,4,NOUN
bless,en,3,VERB
expressive,en,1,ADJ
writ,en,3,VERB
impartial,en,1,ADJ
pious,en,2,ADJ
goodness,en,12,NOUN
cock,en,2,NOUN
lame,en,1,VERB
durable,en,1,ADJ
majestic,en,2,ADJ
aloud,en,1,ADV
entertain,en,23,VERB
delighted,en,1,ADJ
sine,en,2,NOUN
nightly,en,1,ADJ
beautifully,en,2,ADV
plainly,en,5,ADV
heroism,en,1,NOUN
posture,en,2,NOUN
portico,en,2,NOUN
splendid,en,5,ADJ
imperfect,en,2,ADJ
flavour,en,1,NOUN
bumper,en,1,NOUN
illustrious,en,2,ADJ
counterfeit,en,1,ADJ
grind,en,1,VERB
alas,en,2,INTJ
inaccessible,en,1,ADJ
prelate,en,1,NOUN
pedigree,en,1,NOUN
finely,en,12,ADV
infinitely,en,4,ADV
hurry,en,2,NOUN
prodigy,en,1,NOUN
rang,en,3,VERB
childish,en,1,ADJ
carp,en,1,NOUN
piercing,en,1,NOUN
robe,en,7,NOUN
haut,en,1,X
bargain,en,2,NOUN
cheat,en,2,VERB
nectar,en,1,NOUN
minerva,en,1,PROPN
resentment,en,2,NOUN
bute,en,1,PROPN
preach,en,4,VERB
sana,en,1,PROPN
linen,en,2,NOUN
englishman,en,1,NOUN
sulphur,en,2,NOUN
vulgar,en,4,ADJ
vox,en,1,X
pea,en,1,NOUN
weaken,en,1,VERB
skinned,en,1,ADJ
sigh,en,4,VERB
spectacle,en,3,NOUN
tedious,en,6,ADJ
crystalline,en,1,ADJ
monsieur,en,2,PROPN
ripe,en,2,ADJ
lawful,en,1,ADJ
slippery,en,1,ADJ
obedience,en,1,NOUN
summon,en,1,VERB
regnum,en,2,NOUN
troublesome,en,5,ADJ
plank,en,1,NOUN
enjoyment,en,1,NOUN
omit,en,2,VERB
lavish,en,2,VERB
provoke,en,1,VERB
clumsy,en,1,ADJ
geese,en,1,NOUN
vow,en,2,NOUN
symptom,en,1,NOUN
stricter,en,1,ADJ
consolation,en,1,NOUN
creep,en,1,NOUN
fatima,en,6,PROPN
conceal,en,7,VERB
folly,en,2,NOUN
porta,en,1,PROPN
austrians,en,1,PROPN
boar,en,1,NOUN
calvinist,en,2,PROPN
corinth,en,1,PROPN
invoke,en,1,VERB
perfume,en,8,NOUN
abolish,en,1,VERB
squeeze,en,4,VERB
invent,en,3,VERB
abrupt,en,1,ADJ
wipe,en,1,VERB
melon,en,1,NOUN
sash,en,1,VERB
luxurious,en,1,ADJ
barbarossa,en,2,PROPN
pleasing,en,9,ADJ
overlook,en,1,VERB
sup,en,2,VERB
gown,en,4,NOUN
clasp,en,2,NOUN
bastion,en,2,NOUN
pear,en,1,NOUN
shoemaker,en,1,NOUN
ver,en,1,X
interrupt,en,2,VERB
plume,en,1,NOUN
owe,en,1,VERB
vizier,en,9,NOUN
delicious,en,5,ADJ
endure,en,7,VERB
enquiry,en,1,NOUN
gilded,en,11,VERB
toto,en,1,X
pedestal,en,2,NOUN
spoiled,en,1,VERB
witty,en,2,ADJ
saviour,en,3,PROPN
excursion,en,1,NOUN
unequal,en,2,ADJ
discontent,en,1,NOUN
ly,en,5,VERB
richer,en,3,ADJ
practise,en,3,VERB
epistle,en,1,NOUN
hastily,en,1,ADV
stove,en,8,NOUN
solitude,en,2,NOUN
obscurity,en,1,NOUN
bir,en,2,X
babel,en,1,PROPN
deter,en,1,VERB
gallant,en,4,NOUN
elbe,en,3,PROPN
signify,en,3,VERB
robber,en,1,NOUN
rarity,en,3,NOUN
lodging,en,7,NOUN
aga,en,3,NOUN
roaring,en,1,NOUN
burlesque,en,1,ADJ
divert,en,19,VERB
shorten,en,2,VERB
dryden,en,1,PROPN
seamen,en,1,NOUN
liv,en,1,PROPN
tapestry,en,2,NOUN
hinder,en,5,VERB
epitaph,en,1,NOUN
gladly,en,2,ADV
byzantium,en,2,PROPN
prevail,en,4,VERB
stanza,en,10,PROPN
mum,en,1,NOUN
wreath,en,1,NOUN
lament,en,3,VERB
finer,en,4,ADJ
damp,en,2,VERB
forbid,en,3,VERB
ado,en,5,NOUN
richly,en,10,ADV
miserable,en,10,ADJ
colonia,en,3,PROPN
flourish,en,2,VERB
melancholy,en,7,ADJ
solemn,en,6,ADJ
strap,en,1,NOUN
gaze,en,3,VERB
adversary,en,1,NOUN
lucian,en,1,PROPN
overthrown,en,1,VERB
farce,en,2,NOUN
condemn,en,1,VERB
foreigner,en,1,NOUN
misty,en,1,ADJ
envy,en,5,NOUN
ashamed,en,3,ADJ
malice,en,3,NOUN
fable,en,2,NOUN
brute,en,1,NOUN
nearer,en,5,ADV
subterranean,en,1,ADJ
disgusting,en,1,ADJ
isthmus,en,1,NOUN
lisp,en,1,NOUN
notoriously,en,1,ADV
hitherto,en,4,ADV
defer,en,1,VERB
reaper,en,1,NOUN
pudding,en,1,NOUN
loaf,en,1,NOUN
madam,en,25,NOUN
tis,en,96,AUX
smear,en,1,VERB
stare,en,4,VERB
spacious,en,4,ADJ
disperse,en,1,VERB
circumference,en,2,NOUN
conveniently,en,3,ADV
leander,en,2,PROPN
obelisk,en,1,NOUN
stair,en,7,NOUN
whisper,en,3,NOUN
unjust,en,1,ADJ
cheerful,en,3,ADJ
tame,en,2,VERB
warmth,en,3,NOUN
disgrace,en,2,NOUN
admire,en,10,VERB
quarrel,en,8,NOUN
embroidery,en,8,NOUN
utmost,en,10,ADJ
cloister,en,4,NOUN
purposely,en,1,ADV
degenerate,en,1,VERB
piety,en,1,NOUN
rambling,en,1,NOUN
justinian,en,2,PROPN
monstrous,en,4,ADJ
pence,en,1,NOUN
uneasy,en,3,ADJ
generosity,en,4,NOUN
bracelet,en,2,NOUN
bribe,en,3,NOUN
indifferent,en,2,ADJ
thinly,en,1,ADV
advantageous,en,1,ADJ
quid,en,1,NOUN
wander,en,2,VERB
admirable,en,5,ADJ
sane,en,1,ADJ
orpheus,en,1,PROPN
applause,en,1,NOUN
ornament,en,5,NOUN
quarantine,en,1,NOUN
counsellor,en,1,NOUN
whence,en,5,ADV
extremity,en,2,NOUN
passer,en,1,NOUN
cough,en,1,NOUN
extravagant,en,1,ADJ
dispose,en,7,VERB
unnatural,en,1,ADJ
plead,en,2,VERB
stork,en,1,NOUN
willingly,en,3,ADV
imitate,en,5,VERB
expel,en,1,VERB
euclid,en,1,PROPN
refresh,en,2,VERB
stag,en,3,NOUN
pathetic,en,1,ADJ
revere,en,1,VERB
parting,en,1,NOUN
almighty,en,1,PROPN
dread,en,1,NOUN
lingua,en,1,X
causa,en,1,NOUN
dedicate,en,1,VERB
admirer,en,1,NOUN
zeal,en,5,NOUN
greatness,en,1,NOUN
abbess,en,2,NOUN
wig,en,3,NOUN
cupola,en,4,NOUN
swell,en,3,VERB
infect,en,5,VERB
lutherans,en,2,PROPN
vanish,en,1,VERB
hoard,en,1,VERB
luckily,en,2,ADV
weary,en,6,ADJ
hypocrisy,en,1,NOUN
unheard,en,1,ADJ
incline,en,2,VERB
tulip,en,1,NOUN
improbable,en,2,ADJ
mischief,en,1,NOUN
fruitful,en,8,ADJ
annunciation,en,1,NOUN
comprehend,en,3,VERB
recollection,en,1,NOUN
forfeit,en,1,NOUN
rub,en,1,VERB
agony,en,2,NOUN
beggar,en,2,NOUN
fortnight,en,3,NOUN
ascend,en,2,VERB
sed,en,7,INTJ
indifference,en,3,NOUN
rake,en,1,NOUN
sledge,en,1,NOUN
tub,en,1,NOUN
perseus,en,1,PROPN
sore,en,4,ADJ
curl,en,2,VERB
grotesque,en,1,ADJ
cupid,en,2,PROPN
drown,en,4,VERB
ceres,en,1,PROPN
adoration,en,3,NOUN
harlequin,en,2,PROPN
intrigue,en,3,NOUN
penance,en,2,NOUN
metamorphosis,en,1,NOUN
emergent,en,1,ADJ
prudent,en,2,ADJ
moderation,en,1,NOUN
triumphant,en,1,ADJ
ovid,en,1,PROPN
dung,en,1,NOUN
plough,en,1,NOUN
ridicule,en,2,NOUN
thirst,en,1,NOUN
oft,en,1,ADV
roast,en,1,NOUN
worldly,en,1,ADJ
quixote,en,1,PROPN
richness,en,2,NOUN
courtier,en,1,NOUN
wearer,en,1,NOUN
frankfort,en,2,PROPN
tempore,en,1,NOUN
compliment,en,22,NOUN
neatly,en,3,ADV
masquerade,en,1,NOUN
promontory,en,4,NOUN
exquisite,en,4,ADJ
elevate,en,1,VERB
emulation,en,1,NOUN
pew,en,1,NOUN
everlasting,en,1,ADJ
humility,en,2,NOUN
superstition,en,2,NOUN
pebble,en,1,NOUN
galley,en,1,NOUN
edifice,en,1,NOUN
calmly,en,1,ADV
selim,en,2,PROPN
remorse,en,1,NOUN
misfortune,en,5,NOUN
rump,en,1,NOUN
veneration,en,1,NOUN
gervais,en,1,PROPN
vermilion,en,1,NOUN
haste,en,6,NOUN
hover,en,1,VERB
dreadful,en,5,ADJ
doge,en,2,NOUN
nymph,en,3,NOUN
surpass,en,1,VERB
satin,en,1,NOUN
rab,en,1,PROPN
discern,en,1,VERB
veracity,en,2,NOUN
swain,en,2,NOUN
cushion,en,9,NOUN
coldest,en,1,ADJ
severus,en,1,PROPN
neuter,en,1,NOUN
sincerity,en,2,NOUN
loom,en,2,NOUN
genoese,en,2,PROPN
cur,en,1,NOUN
glitter,en,1,VERB
uninterrupted,en,3,ADJ
dismal,en,2,ADJ
virtuous,en,1,ADJ
virginity,en,1,NOUN
inconvenient,en,1,ADJ
diligent,en,4,ADJ
platonic,en,1,ADJ
reverence,en,1,NOUN
indecent,en,2,ADJ
dine,en,4,VERB
rapture,en,2,NOUN
prerogative,en,2,NOUN
delightful,en,9,ADJ
trajan,en,1,PROPN
kneeling,en,1,NOUN
devotee,en,1,NOUN
pheasant,en,1,NOUN
scarf,en,1,NOUN
crucifix,en,3,NOUN
maxime,en,2,PROPN
postscript,en,1,NOUN
grandeur,en,2,NOUN
inquire,en,3,VERB
spoil,en,1,VERB
reap,en,1,VERB
treachery,en,1,NOUN
elegy,en,1,NOUN
curiam,en,1,NOUN
aversion,en,3,NOUN
treacherous,en,1,ADJ
stool,en,1,NOUN
haram,en,1,NOUN
noblemen,en,1,NOUN
mufti,en,1,NOUN
fowl,en,3,NOUN
renounce,en,2,VERB
betray,en,5,VERB
schoolmaster,en,1,NOUN
unavoidable,en,3,ADJ
snuff,en,1,NOUN
exaggeration,en,1,NOUN
gilt,en,15,NOUN
procure,en,2,VERB
nay,en,4,INTJ
displeasure,en,1,NOUN
strabo,en,2,PROPN
possum,en,1,NOUN
stupidity,en,3,NOUN
gul,en,2,PROPN
sow,en,1,VERB
braid,en,5,VERB
rosy,en,1,ADJ
inconvenience,en,2,NOUN
lessen,en,1,VERB
rectify,en,1,VERB
decency,en,1,NOUN
parson,en,1,NOUN
shilling,en,1,NOUN
doria,en,3,PROPN
deceive,en,1,VERB
matron,en,1,NOUN
ragged,en,1,ADJ
enrich,en,1,VERB
towel,en,1,NOUN
disturb,en,1,VERB
eagerly,en,1,ADV
entail,en,1,VERB
bead,en,1,NOUN
contemplation,en,1,NOUN
drawer,en,3,NOUN
nutshell,en,1,NOUN
boast,en,3,VERB
sofa,en,13,NOUN
bake,en,1,VERB
pallas,en,1,PROPN
oxen,en,2,NOUN
sepulchre,en,2,NOUN
fruitless,en,1,ADJ
thaw,en,1,VERB
wisely,en,2,ADV
cookery,en,1,NOUN
compel,en,1,VERB
stiffness,en,1,NOUN
modesty,en,1,NOUN
marseilles,en,1,PROPN
snatch,en,2,VERB
redress,en,2,VERB
morte,en,1,PROPN
precede,en,4,VERB
servitude,en,1,NOUN
brow,en,3,NOUN
illuminate,en,1,VERB
destitute,en,1,ADJ
eunuch,en,4,NOUN
fright,en,1,VERB
rampart,en,1,NOUN
excellency,en,3,NOUN
ow,en,2,VERB
briton,en,2,PROPN
tawny,en,1,ADJ
tumultuous,en,1,ADJ
impart,en,1,VERB
impatient,en,5,ADJ
fondness,en,2,NOUN
passionately,en,1,ADV
redeem,en,1,VERB
restrain,en,1,VERB
spaniard,en,2,PROPN
zealous,en,3,ADJ
sensual,en,1,ADJ
buda,en,4,PROPN
copious,en,1,ADJ
incursion,en,1,NOUN
clap,en,1,VERB
affectionate,en,1,ADJ
midwife,en,1,NOUN
warmly,en,1,ADV
torment,en,2,VERB
contrived,en,1,ADJ
undisturbed,en,1,ADJ
colonna,en,1,PROPN
brun,en,1,PROPN
dresser,en,1,NOUN
overgrown,en,1,ADJ
aloe,en,1,NOUN
spleen,en,1,NOUN
laity,en,1,NOUN
favourably,en,1,ADV
inhabitant,en,4,NOUN
exclamation,en,1,NOUN
agreeable,en,55,ADJ
vapour,en,1,NOUN
marshy,en,1,ADJ
deceit,en,1,NOUN
heretics,en,1,NOUN
stocking,en,1,NOUN
basset,en,1,NOUN
profane,en,1,VERB
titian,en,3,PROPN
parlour,en,1,NOUN
furnish,en,16,VERB
downright,en,5,ADJ
absurdity,en,2,NOUN
triumphal,en,1,ADJ
graces,en,2,PROPN
formality,en,1,NOUN
sweetness,en,8,NOUN
tease,en,1,VERB
carve,en,4,VERB
antiquary,en,3,NOUN
austere,en,1,ADJ
slipper,en,2,NOUN
splendor,en,1,NOUN
gravely,en,6,ADV
florin,en,1,NOUN
haber,en,1,PROPN
perish,en,1,VERB
broth,en,1,NOUN
carcass,en,1,NOUN
indulgence,en,1,NOUN
tenacious,en,1,ADJ
ruddy,en,1,ADJ
poetical,en,7,ADJ
reckon,en,5,VERB
diverting,en,1,NOUN
withhold,en,1,VERB
cour,en,2,PROPN
wafer,en,1,NOUN
denounce,en,1,VERB
wonderfully,en,5,ADV
piquet,en,1,NOUN
indulge,en,4,VERB
mohun,en,1,PROPN
sinan,en,2,PROPN
cripple,en,1,NOUN
fortitude,en,1,NOUN
natured,en,4,ADJ
archduchess,en,1,NOUN
whimsical,en,1,ADJ
countryman,en,1,NOUN
mend,en,1,VERB
garret,en,1,NOUN
